First_Name,Last_Name,Position,Jersey_#,Overall_Rating,Team,Year
Breno,Giacomini,RT,68,64,Raiders,2019
Erik,Harris,SS,25,64,Raiders,2019
Albert,Havili,LE,96,64,Chargers,2019
A.J.,Hendy,SS,45,64,Chargers,2019
Chris,Warren III,HB,34,64,Raiders,2019
K.D.,Cannon,WR,81,64,Cowboys,2019
Ethan,Cooper,LG,62,64,Giants,2019
Joe,Looney,C,73,64,Cowboys,2019
Romeo,Okwara,ROLB,78,64,Giants,2019
Hunter,Sharp,WR,15,64,Giants,2019
Aziz,Shittu,DT,90,64,Eagles,2019
Orion,Stewart,SS,45,64,Giants,2019
Nate,Sudfeld,QB,7,64,Eagles,2019
Chandon,Sullivan,CB,39,64,Eagles,2019
Mike,White,QB,3,64,Cowboys,2019
Josh,Harvey-Clemons,MLB,40,64,Redskins,2019
Simmie,Cobbs Jr,WR,15,64,Redskins,2019
Kendall,Donnerson,LOLB,91,64,Packers,2019
Andy,Jones,WR,17,64,Lions,2019
Kyle,Kalis,LG,67,64,Redskins,2019
Bradley,Marquez,WR,12,64,Lions,2019
Aaron,Ripkowski,FB,22,64,Packers,2019
Herb,Waters,CB,26,64,Packers,2019
Mack,Brown,HB,31,64,Vikings,2019
Reshard,Cliett,LOLB,43,64,Vikings,2019
Hroniss,Grasu,C,55,64,Bears,2019
Hercules,Mata'afa,LE,51,64,Vikings,2019
Greg,Van Roten,LG,73,64,Panthers,2019
Kyle,Sloter,QB,1,64,Vikings,2019
Andre,Smith,MLB,57,64,Panthers,2019
Roc,Thomas,HB,32,64,Vikings,2019
Bobo,Wilson Jr,WR,85,64,Buccaneers,2019
Freddie,Martino,WR,16,64,Buccaneers,2019
David,Rivers,CB,27,64,Buccaneers,2019
Brad,Seaton,RT,60,64,Buccaneers,2019
Channing,Ward,LE,95,64,Buccaneers,2019
Victor,Bolden Jr,WR,17,64,49ers,2019
Henry,Krieger-Coble,TE,87,64,Rams,2019
Korey,Cunningham,RT,79,64,Cardinals,2019
Austin,Davis,QB,6,64,Seahawks,2019
D.J.,Foster,HB,37,64,Cardinals,2019
Temarrick,Hemingway,TE,84,64,Rams,2019
Gabe,Holmes,TE,85,64,Cardinals,2019
Deatrick,Nichols,CB,39,64,Cardinals,2019
Vinston,Painter,LT,78,64,Cardinals,2019
Tyvis,Powell,SS,30,64,49ers,2019
Tegray,Scales,MLB,46,64,Rams,2019
Bryce,Williams,TE,80,64,Cardinals,2019
Lou,Young,CB,32,64,Cardinals,2019
Zach,Sterup,RT,74,63,Dolphins,2019
Doug,Middleton,SS,36,63,Jets,2019
Quincy,Adeboyejo,WR,16,63,Ravens,2019
Joshua,Frazier,DT,69,63,Steelers,2019
Quadree,Henderson,WR,10,63,Steelers,2019
Kent,Perkins,LT,76,63,Bengals,2019
Greg,Senat,RT,64,63,Ravens,2019
Maurquice,Shakir,RT,76,63,Ravens,2019
Rod,Taylor,RG,64,63,Bengals,2019
B.J.,Bello,MLB,56,63,Browns,2019
Le'Raven,Clark,LT,62,63,Colts,2019
Mark,Glowinski,LG,64,63,Colts,2019
Montrel,Meander,CB,30,63,Browns,2019
Stephen,Morris,QB,6,63,Texans,2019
Chad,Slade,RG,62,63,Texans,2019
Kenny,Bell,WR,13,63,Broncos,2019
Sharif,Finch,LOLB,56,63,Titans,2019
C.J.,Smith III,CB,28,63,Broncos,2019
Tyler,Marz,LT,69,63,Titans,2019
David,Williams,HB,36,63,Broncos,2019
Nick,Dzubnar,MLB,48,63,Chargers,2019
Chris,Landrum,RE,46,63,Chargers,2019
Michael,Schofield,LG,78,63,Chargers,2019
Sam,Tevi,LT,69,63,Chargers,2019
Cole,Toner,LG,64,63,Chargers,2019
Joe,Callahan,QB,6,63,Eagles,2019
Kyle,Carter,TE,81,63,Giants,2019
Kadeem,Edwards,LG,78,63,Cowboys,2019
Aaron,Evans,LG,63,63,Eagles,2019
Chaz,Green,LT,79,63,Cowboys,2019
Tre'von,Johnson,LOLB,58,63,Cowboys,2019
Calvin,Munson,MLB,46,63,Giants,2019
Eric,Pinkins,LOLB,42,63,Cowboys,2019
Stephen,Roberts,FS,38,63,Eagles,2019
Daniel,Ross,DT,68,63,Cowboys,2019
Cooper,Rush,QB,7,63,Cowboys,2019
Jordan,Williams,RE,79,63,Giants,2019
Alex,Balducci,RG,60,63,Redskins,2019
Robert,Davis,WR,19,63,Redskins,2019
Reggie,Gilbert,LOLB,93,63,Packers,2019
Kenny,Ladler,SS,39,63,Redskins,2019
Tyler,Lancaster,DT,95,63,Packers,2019
Stefan,McClure,SS,30,63,Lions,2019
Chris,Odom,ROLB,98,63,Packers,2019
Adam,Pankey,LT,77,63,Packers,2019
Michael,Burton,FB,46,63,Bears,2019
Mose,Frazier,WR,14,63,Panthers,2019
Eric,Kush,C,64,63,Bears,2019
Tray,Matthews,SS,38,63,Vikings,2019
Storm,Norton,RT,72,63,Vikings,2019
Brandon,Zylstra,WR,15,63,Vikings,2019
Deante,Burton,CB,39,63,Falcons,2019
Mackendy,Cheridor,LE,96,63,Falcons,2019
John,Fullington,LG,77,63,Saints,2019
Nigel,Harris,MLB,52,63,Buccaneers,2019
Devaroe,Lawrence,DT,68,63,Saints,2019
Bernard,Reedy,WR,18,63,Buccaneers,2019
Leonard,Wester,LT,61,63,Buccaneers,2019
Isaiah,Battle,LT,79,63,Seahawks,2019
Derrick,Coleman,FB,48,63,Cardinals,2019
Jalston,Fowler,FB,43,63,Seahawks,2019
Alec,James,LE,94,63,Cardinals,2019
Steven,Mitchell Jr,WR,86,63,Rams,2019
Erik,Magnuson,RG,62,63,49ers,2019
Emmanuel,Moseley,CB,41,63,49ers,2019
Matthew,Oplinger,LOLB,49,63,Cardinals,2019
Elijhaa,Penny,HB,35,63,Cardinals,2019
Jacob,Pugh,ROLB,52,63,Seahawks,2019
Greg,Pyke,LG,68,63,Cardinals,2019
Beau,Sandland,TE,81,63,Cardinals,2019
Mike,Thomas,WR,88,63,Rams,2019
Darrell,Williams,RT,63,63,Rams,2019
Jake,Brendel,C,64,62,Dolphins,2019
Kaelin,Clay,WR,15,62,Bills,2019
Danny,Etling,QB,16,62,Patriots,2019
Josh,James,LT,61,62,Bills,2019
Brandon,Reilly,WR,89,62,Bills,2019
Andrew,Donnal,LG,70,62,Ravens,2019
Jarvion,Franklin,HB,40,62,Steelers,2019
Jake,McGee,TE,80,62,Steelers,2019
Justin,Murray,RT,72,62,Bengals,2019
Marcus,Tucker,WR,16,62,Steelers,2019
Logan,Woodside,QB,5,62,Bengals,2019
Dres,Anderson,WR,83,62,Colts,2019
K.J.,Brent,WR,15,62,Colts,2019
Brad,Kaaya,QB,9,62,Colts,2019
Austin,Reiter,C,62,62,Browns,2019
Brandon,Weeden,QB,3,62,Texans,2019
Keishawn,Bierria,MLB,40,62,Broncos,2019
Matt,Dickerson,LE,92,62,Titans,2019
Darius,Jackson,RE,66,62,Jaguars,2019
Kc,McDermott,LT,62,62,Jaguars,2019
Marcus,Rios,CB,38,62,Broncos,2019
John,Theus,RT,79,62,Titans,2019
Josh,Walker,LG,73,62,Jaguars,2019
Ethan,Wolf,TE,45,62,Titans,2019
Zachary,Crabtree,RT,60,62,Chargers,2019
Russell,Hansbrough,HB,35,62,Chargers,2019
Marcus,Kemp,WR,19,62,Chiefs,2019
Artavis,Scott,WR,10,62,Chargers,2019
Nic,Shimonek,QB,9,62,Chargers,2019
Sean,Chandler,FS,36,62,Giants,2019
Jon,Halapio,C,75,62,Giants,2019
Jordan,Mailata,LT,68,62,Eagles,2019
Toby,Weathersby,LT,74,62,Eagles,2019
Devante,Mays,HB,32,62,Packers,2019
Rolan,Milligan,SS,41,62,Lions,2019
Conor,Sheehy,LE,67,62,Packers,2019
Dan,Skipper,RT,74,62,Lions,2019
Fish,Smithson,FS,37,62,Redskins,2019
Isaiah,Williams,LG,60,62,Redskins,2019
Dejon,Allen,LT,62,62,Bears,2019
Chad,Beebe,WR,84,62,Vikings,2019
Blake,Bell,TE,81,62,Vikings,2019
Kyle,Friend,C,61,62,Panthers,2019
Trevon,Mathis,CB,46,62,Vikings,2019
Ryan,Nall,HB,35,62,Bears,2019
Kurt,Benkert,QB,6,62,Falcons,2019
Marcelis,Branch,FS,38,62,Falcons,2019
Daniel,Brunskill,RT,76,62,Falcons,2019
Will,Clapp,C,64,62,Saints,2019
Reggie,Davis,WR,16,62,Falcons,2019
Godwin,Igwebuike,SS,34,62,Buccaneers,2019
Sharrod,Neasman,FS,28,62,Saints,2019
Dennis,Gardeck,ROLB,92,62,Cardinals,2019
Travin,Howard,MLB,48,62,Rams,2019
Akeem,King,FS,36,62,Seahawks,2019
Sean,Mannion,QB,14,62,Rams,2019
Tavierre,Thomas,CB,34,62,Cardinals,2019
Avery,Young,RG,56,62,Seahawks,2019
Cayson,Collins,ROLB,53,61,Dolphins,2019
Connor,Hilland,LG,61,61,Dolphins,2019
Rashawn,Scott,WR,87,61,Dolphins,2019
Ben,Braden,LG,69,61,Jets,2019
Gus,Edwards,HB,35,61,Ravens,2019
Jake,Rodgers,LT,68,61,Steelers,2019
Jamar,Summers,CB,30,61,Steelers,2019
Davin,Bellamy,LOLB,48,61,Texans,2019
Anthony,Fabiano,C,54,61,Browns,2019
Kyle,Fuller,LG,61,61,Texans,2019
Charley,Hughlett,TE,47,61,Browns,2019
Marquez,Williams,FB,42,61,Browns,2019
Darius,Jennings,WR,15,61,Titans,2019
Tanner,Lee,QB,3,61,Jaguars,2019
Tim,Patrick,WR,81,61,Broncos,2019
Shane,Wynn,WR,14,61,Jaguars,2019
Brett,Boyko,RT,67,61,Chargers,2019
Donavon,Clark,RG,63,61,Chargers,2019
Cole,Hunt,TE,82,61,Chargers,2019
Matt,McGloin,QB,5,61,Chiefs,2019
Trenton,Scott,LT,68,61,Chargers,2019
Nick,Becton,RT,61,61,Giants,2019
Amba,Etta-Tawo,WR,6,61,Giants,2019
Darrell,Greene,RG,78,61,Eagles,2019
Joel,Lanning,ROLB,43,61,Cowboys,2019
Trevor,Bates,MLB,53,61,Lions,2019
Jace,Billingsley,WR,16,61,Lions,2019
Quin,Blanding,SS,41,61,Redskins,2019
Tyler,Catalina,RG,68,61,Redskins,2019
Dillon,Day,C,54,61,Packers,2019
Greer,Martini,MLB,58,61,Packers,2019
Pete,Robertson,LOLB,45,61,Redskins,2019
Jermaine,Whitehead,SS,35,61,Packers,2019
Tanner,Gentry,WR,19,61,Bears,2019
Bunmi,Rotimi,RE,74,61,Bears,2019
Dontez,Byrd,WR,19,61,Falcons,2019
Jon,Cunningham,DT,77,61,Falcons,2019
Travin,Dural,WR,14,61,Saints,2019
Emmanuel,Ellerbee,ROLB,52,61,Falcons,2019
Matt,Gono,RT,77,61,Falcons,2019
Tyson,Graham,SS,32,61,Falcons,2019
Ryan,Griffin,QB,4,61,Buccaneers,2019
J'Terius,Jones,LOLB,55,61,Falcons,2019
Jake,Lampman,WR,19,61,Buccaneers,2019
Jacob,Tuioti-Mariner,DT,79,61,Falcons,2019
Cameron,Tom,C,63,61,Saints,2019
Salesi,Uhatafe,LG,62,61,Falcons,2019
Brandon,Allen,QB,8,61,Rams,2019
Moubarak,Djeri,LE,61,61,Cardinals,2019
Dominique,Hatfield,CB,36,61,Rams,2019
Will,House,RG,60,61,Cardinals,2019
Max,McCaffrey,WR,12,61,49ers,2019
Alex,McGough,QB,5,61,Seahawks,2019
Ezekiel,Turner,SS,47,61,Cardinals,2019
Andrew,Vollert,TE,89,61,Cardinals,2019
Claudy,Mathieu,LE,60,60,Dolphins,2019
Matthew,Thomas,MLB,46,60,Steelers,2019
Fitzgerald,Toussaint,HB,33,60,Steelers,2019
Kendal,Vickers,LE,64,60,Steelers,2019
Montay,Crockett,WR,16,60,Jaguars,2019
Matt,Diaz,LT,75,60,Titans,2019
David,Fluellen,HB,32,60,Titans,2019
Brandon,Wilds,HB,38,60,Jaguars,2019
Keon,Hatcher,WR,14,60,Raiders,2019
Dee,Liner,RE,96,60,Chiefs,2019
Keith,Smith,FB,41,60,Raiders,2019
D'Montre,Wade,CB,38,60,Chiefs,2019
Marquis,Bundy,WR,86,60,Giants,2019
Tyrell,Chavis,RE,62,60,Giants,2019
Bryce,Johnson,RG,61,60,Cowboys,2019
Jeremy,Reaves,FS,41,60,Eagles,2019
Jameill,Showers,FS,28,60,Cowboys,2019
Antwuan,Davis,CB,36,60,Lions,2019
Raven,Greene,FS,36,60,Packers,2019
Demetrius,Rhaney,C,74,60,Redskins,2019
Jake,Rudock,QB,14,60,Lions,2019
Tyler,Bray,QB,9,60,Bears,2019
Cornelius,Edison,C,67,60,Vikings,2019
Taylor,Hearn,RG,62,60,Panthers,2019
Elijah,Hood,HB,30,60,Panthers,2019
Jamaal,Jones,WR,15,60,Panthers,2019
Dieugot,Joseph,LT,78,60,Vikings,2019
Justin,Crawford,HB,32,60,Falcons,2019
Russell,Gage,WR,83,60,Falcons,2019
Taysom,Hill,QB,7,60,Saints,2019
Givens,Price,LG,78,60,Buccaneers,2019
Emmanuel,Smith,LOLB,53,60,Falcons,2019
Josh,Allen,C,66,60,Cardinals,2019
Vontarrius,Dora,LOLB,59,60,Cardinals,2019
A.J.,Howard,SS,38,60,Cardinals,2019
Daniel,Munyer,C,62,60,Cardinals,2019
Owen,Obasuyi,DT,97,60,Cardinals,2019
Alvin,Jones,MLB,58,59,Ravens,2019
Josh,Woodrum,QB,7,59,Ravens,2019
Damon,Webb II,SS,35,59,Titans,2019
D'Juan,Hines,MLB,59,59,Chargers,2019
Tejan,Koroma,C,73,59,Chiefs,2019
Kahlil,McKenzie,LG,66,59,Chiefs,2019
Thurston,Armbrister,MLB,57,59,Giants,2019
Nick,Gates,LT,65,59,Giants,2019
Darius,Jackson,HB,44,59,Cowboys,2019
Jon,Toth,C,64,59,Eagles,2019
Joe,Kerridge,FB,40,59,Packers,2019
Kyle,Meadows,RT,72,59,Packers,2019
Beau,Nunn,LG,67,59,Lions,2019
DeMarcus,Ayers,WR,14,59,Bears,2019
Austin,Duke,WR,8,59,Panthers,2019
Alan,Cross,TE,45,59,Buccaneers,2019
Dalton,Crossan,HB,44,59,Buccaneers,2019
Richard,Jarvis,MLB,49,59,Falcons,2019
Austin,Johnson,FB,46,59,Buccaneers,2019
Aaron,Neary,C,72,59,Rams,2019
David,Steinmetz,LT,69,58,Dolphins,2019
Joseph,Cheek,RG,62,58,Steelers,2019
Parker,Cothren,DT,61,58,Steelers,2019
Austin,Fleer,RT,73,58,Bengals,2019
Evan,Berry,WR,89,58,Browns,2019
Krishawn,Hogan,WR,81,58,Colts,2019
Nick,DeLuca,MLB,46,58,Titans,2019
Nico,Falah,C,73,58,Titans,2019
Ben,Niemann,MLB,56,58,Chiefs,2019
Michael,Clark,WR,89,58,Packers,2019
Garrett,Gilbert,QB,4,58,Panthers,2019
Carlton,Agudosi,WR,19,58,Cardinals,2019
Lawrence,Thomas,FB,44,57,Jets,2019
Alex,Thompson,C,61,57,Ravens,2019
Fred,Lauina,LG,60,57,Browns,2019
Andrew,DePaola,TE,48,57,Raiders,2019
Chris,Gonzalez,RG,59,57,Vikings,2019
Garrett,Grayson,QB,9,57,Falcons,2019
J.C.,Hassenauer,C,61,57,Falcons,2019
Keenan,Reynolds,WR,85,57,Seahawks,2019
Don,Muhlbach,TE,48,56,Lions,2019
Tim,White,WR,14,55,Ravens,2019
Isaac,Whitney,WR,19,55,Raiders,2019
Taylor,Heinicke,QB,6,55,Panthers,2019
Tra,Carson,HB,33,54,Bengals,2019
Clark,Harris,TE,46,54,Bengals,2019
Nick,Sundberg,C,57,54,Redskins,2019
Zak,DeOssie,TE,51,52,Giants,2019
Josh,Harris,TE,47,52,Falcons,2019
Kevin,McDermott,TE,47,51,Vikings,2019
John,Denney,TE,92,48,Dolphins,2019
Beau,Brinkley,TE,48,47,Titans,2019
Carson,Tinker,TE,46,47,Jaguars,2019
Mike,Windt,TE,47,47,Chargers,2019
J.J.,Jansen,TE,44,47,Panthers,2019
Tyler,Ott,TE,69,47,Seahawks,2019
Reid,Ferguson,TE,69,46,Bills,2019
L.P.,LaDouceur,TE,91,46,Cowboys,2019
Jake,McQuaide,TE,44,46,Rams,2019
Aaron,Brewer,TE,46,44,Cardinals,2019
Thomas,Hennessy,TE,42,43,Jets,2019
James,Winchester,TE,41,43,Chiefs,2019
Rick,Lovato,TE,45,43,Eagles,2019
Kyle,Nelson,TE,86,43,49ers,2019
Casey,Kreiter,TE,42,42,Broncos,2019
Morgan,Cox,TE,46,41,Ravens,2019
Jon,Weeks,TE,46,41,Texans,2019
Patrick,Scales,TE,48,41,Bears,2019
Kameron,Canaday,TE,57,40,Steelers,2019
Hunter,Bradley,TE,43,39,Packers,2019
Joe,Cardona,TE,49,38,Patriots,2019
Drew,Ferris,TE,41,38,Buccaneers,2019
Luke,Rhodes,TE,46,36,Colts,2019
Zach,Wood,TE,49,35,Saints,2019
Von,Miller,LOLB,,99,Broncos,2018
Aaron,Donald,RE,,99,Rams,2018
Tom,Brady,QB,,99,Patriots,2018
Rob,Gronkowski,TE,,98,Patriots,2018
J.J.,Watt,RE,,98,Texans,2018
Julio,Jones,WR,,98,Falcons,2018
Luke,Kuechly,MLB,,98,Panthers,2018
Aaron,Rodgers,QB,,98,Packers,2018
Le'Veon,Bell,HB,,97,Steelers,2018
Antonio,Brown,WR,,97,Steelers,2018
Khalil,Mack,LOLB,,97,Raiders,2018
Marshal,Yanda,RG,,96,Ravens,2018
Matt,Ryan,QB,,96,Falcons,2018
Trent,Williams,LT,,95,Redskins,2018
Brandon,Graham,RE,,95,Eagles,2018
Kam,Chancellor,SS,,95,Seahawks,2018
Zack,Martin,RG,,95,Cowboys,2018
Travis,Kelce,TE,,94,Chiefs,2018
Tyron,Smith,LT,,94,Cowboys,2018
Aqib,Talib,CB,,94,Broncos,2018
David,Johnson,HB,,94,Cardinals,2018
A.J.,Green,WR,,94,Bengals,2018
Eric,Berry,SS,,94,Chiefs,2018
Chris,Harris Jr,CB,,94,Broncos,2018
Earl,Thomas III,FS,,94,Seahawks,2018
Delanie,Walker,TE,,93,Titans,2018
Odell,Beckham Jr.,WR,,93,Giants,2018
Justin,Houston,LOLB,,93,Chiefs,2018
Jimmy,Graham,TE,,93,Seahawks,2018
Ndamukong,Suh,DT,,93,Dolphins,2018
Bobby,Wagner,MLB,,93,Seahawks,2018
Eric,Weddle,FS,,93,Ravens,2018
Harrison,Smith,FS,,93,Vikings,2018
Travis,Frederick,C,,93,Cowboys,2018
LeSean,McCoy,HB,,92,Bills,2018
Landon,Collins,SS,,92,Giants,2018
Kelechi,Osemele,LG,,92,Raiders,2018
Malcolm,Butler,CB,,92,Patriots,2018
Greg,Olsen,TE,,92,Panthers,2018
Devin,McCourty,FS,,92,Patriots,2018
Cameron,Jordan,RE,,92,Saints,2018
Drew,Brees,QB,,92,Saints,2018
Joe,Thomas,LT,,92,Browns,2018
Tyler,Eifert,TE,,91,Bengals,2018
Sean,Lee,ROLB,,91,Cowboys,2018
Jordan,Reed,TE,,91,Redskins,2018
Geno,Atkins,DT,,91,Bengals,2018
DeMarco,Murray,HB,,91,Titans,2018
Dez,Bryant,WR,,91,Cowboys,2018
Jordy,Nelson,WR,,91,Packers,2018
Reshad,Jones,SS,,91,Dolphins,2018
David,Bakhtiari,LT,,91,Packers,2018
Ben,Roethlisberger,QB,,91,Steelers,2018
Fletcher,Cox,DT,,91,Eagles,2018
Kyle,Juszczyk,FB,,91,49ers,2018
DeAndre,Hopkins,WR,,91,Texans,2018
Calais,Campbell,RE,,91,Jags,2018
Patrick,Peterson,CB,,91,Cardinals,2018
Alex,Mack,C,,91,Falcons,2018
Gerald,McCoy,DT,,90,Bucs,2018
Mike,Evans,WR,,90,Bucs,2018
Ezekiel,Elliott,HB,,90,Cowboys,2018
Rodney,Hudson,C,,90,Raiders,2018
Andrew,Luck,QB,,90,Colts,2018
Michael,Bennett,LE,,90,Seahawks,2018
Lane,Johnson,RT,,90,Eagles,2018
Larry,Fitzgerald,WR,,90,Cardinals,2018
Jason,Witten,TE,,90,Cowboys,2018
Richard,Sherman,CB,,90,Seahawks,2018
Josh,Norman,CB,,90,Redskins,2018
Russell,Wilson,QB,,90,Seahawks,2018
Keenan,Allen,WR,,89,Chargers,2018
Brandon,Brooks,RG,,89,Eagles,2018
Josh,Sitton,LG,,89,Bears,2018
Dominique,Rodgers-Cromartie,CB,,89,Giants,2018
C.J.,Mosley,MLB,,89,Ravens,2018
Emmanuel,Sanders,WR,,89,Broncos,2018
Julian,Edelman,WR,,89,Patriots,2018
Martellus,Bennett,TE,,89,Packers,2018
Melvin,Ingram,RE,,89,Chargers,2018
Donald,Penn,LT,,89,Raiders,2018
Janoris,Jenkins,CB,,89,Giants,2018
Damon,Harrison,DT,,89,Giants,2018
Andrew,Whitworth,LT,,89,Rams,2018
Dont'a,Hightower,MLB,,89,Patriots,2018
Doug,Baldwin,WR,,89,Seahawks,2018
Cameron,Wake,LE,,89,Dolphins,2018
Derek,Carr,QB,,89,Raiders,2018
Darius,Slay,CB,,89,Lions,2018
Devonta,Freeman,HB,,89,Falcons,2018
Desmond,Trufant,CB,,89,Falcons,2018
Tony,Jefferson,SS,,88,Ravens,2018
A.J.,Bouye,CB,,88,Jags,2018
Chandler,Jones,ROLB,,88,Cardinals,2018
T.Y.,Hilton,WR,,88,Colts,2018
Matt,Paradis,C,,88,Broncos,2018
NaVorro,Bowman,MLB,,88,49ers,2018
Ramon,Foster,LG,,88,Steelers,2018
Marcus,Cannon,RT,,88,Patriots,2018
Xavier,Rhodes,CB,,88,Vikings,2018
Richie,Incognito,LG,,88,Bills,2018
Brent,Grimes,CB,,88,Bucs,2018
Taylor,Lewan,LT,,88,Titans,2018
Olivier,Vernon,RE,,88,Giants,2018
Jarvis,Landry,WR,,88,Dolphins,2018
Joey,Bosa,LE,,88,Chargers,2018
Kevin,Zeitler,RG,,88,Browns,2018
Jerrell,Freeman,MLB,,88,Bears,2018
David,DeCastro,RG,,88,Steelers,2018
Jason,Pierre-Paul,LE,,88,Giants,2018
Marcus,Gilbert,RT,,88,Steelers,2018
Marcus,Peters,CB,,88,Chiefs,2018
Kawann,Short,DT,,88,Panthers,2018
Cam,Newton,QB,,88,Panthers,2018
Antonio,Gates,TE,,87,Chargers,2018
Jay,Ajayi,HB,,87,Dolphins,2018
Tyrann,Mathieu,FS,,87,Cardinals,2018
Kyle,Williams,DT,,87,Bills,2018
Thomas,Davis Sr,ROLB,,87,Panthers,2018
DeSean,Jackson,WR,,87,Bucs,2018
Amari,Cooper,WR,,87,Raiders,2018
Mike,Daniels,RE,,87,Packers,2018
Paul,Posluszny,LOLB,,87,Jags,2018
Nate,Solder,LT,,87,Patriots,2018
Randall,Cobb,WR,,87,Packers,2018
Jason,Peters,LT,,87,Eagles,2018
Demaryius,Thomas,WR,,87,Broncos,2018
Allen,Robinson,WR,,87,Jags,2018
Golden,Tate III,WR,,87,Lions,2018
Matthew,Stafford,QB,,87,Lions,2018
Alshon,Jeffery,WR,,87,Eagles,2018
T.J.,Lang,RG,,87,Lions,2018
Ryan,Schraeder,RT,,87,Falcons,2018
Melvin,Gordon,HB,,87,Chargers,2018
K.J.,Wright,ROLB,,87,Seahawks,2018
Whitney,Mercilus,ROLB,,87,Texans,2018
Justin,Tucker,K,,87,Ravens,2018
Vontaze,Burfict,ROLB,,87,Bengals,2018
Jadeveon,Clowney,LOLB,,86,Texans,2018
Zach,Miller,TE,,86,Bears,2018
Bryan,Bulaga,RT,,86,Packers,2018
Stefon,Diggs,WR,,86,Vikings,2018
Giovani,Bernard,HB,,86,Bengals,2018
Brandon,Scherff,RG,,86,Redskins,2018
Morgan,Burnett,SS,,86,Packers,2018
Carlos,Dunlap,LE,,86,Bengals,2018
Jason,Verrett,CB,,86,Chargers,2018
Jalen,Ramsey,CB,,86,Jags,2018
Eric,Decker,WR,,86,Titans,2018
Casey,Hayward,CB,,86,Chargers,2018
Linval,Joseph,DT,,86,Vikings,2018
Jimmy,Smith,CB,,86,Ravens,2018
Terrell,Suggs,ROLB,,86,Ravens,2018
Everson,Griffen,RE,,86,Vikings,2018
Sammy,Watkins,WR,,86,Bills,2018
Brandon,Marshall,MLB,,86,Broncos,2018
Justin,Pugh,LG,,86,Giants,2018
Cody,Whitehair,C,,86,Bears,2018
James,Harrison,ROLB,,86,Steelers,2018
Danielle,Hunter,LE,,86,Vikings,2018
Weston,Richburg,C,,86,Giants,2018
Ryan,Kerrigan,LOLB,,86,Redskins,2018
Brandin,Cooks,WR,,86,Patriots,2018
Dak,Prescott,QB,,86,Cowboys,2018
Jurrell,Casey,RE,,86,Titans,2018
Jack,Conklin,RT,,86,Titans,2018
Duane,Brown,LT,,86,Texans,2018
Cliff,Avril,RE,,86,Seahawks,2018
Logan,Ryan,CB,,86,Titans,2018
Johnny,Hekker,P,,86,Rams,2018
Vontae,Davis,CB,,86,Colts,2018
Sean,Smith,CB,,86,Raiders,2018
Charles,Clay,TE,,86,Bills,2018
Jordan,Hicks,MLB,,85,Eagles,2018
Matt,Bryant,K,,85,Falcons,2018
Todd,Gurley II,HB,,85,Rams,2018
Maurkice,Pouncey,C,,85,Steelers,2018
Tevin,Coleman,HB,,85,Falcons,2018
Terron,Armstead,LT,,85,Saints,2018
Jared,Cook,TE,,85,Raiders,2018
Michael,Crabtree,WR,,85,Raiders,2018
Morgan,Moses,RT,,85,Redskins,2018
Leonard,Williams,LE,,85,Jets,2018
Zach,Ertz,TE,,85,Eagles,2018
Brian,Orakpo,ROLB,,85,Titans,2018
LeGarrette,Blount,HB,,85,Eagles,2018
Jordan,Howard,HB,,85,Bears,2018
Kyle,Rudolph,TE,,85,Vikings,2018
C.J.,Anderson,HB,,85,Broncos,2018
Lamar,Miller,HB,,85,Texans,2018
Byron,Maxwell,CB,,85,Dolphins,2018
Marshawn,Lynch,HB,,85,Raiders,2018
Ron,Parker,FS,,85,Chiefs,2018
Kirk,Cousins,QB,,85,Redskins,2018
Aldon,Smith,ROLB,,85,Raiders,2018
Terence,Newman,CB,,85,Vikings,2018
Pierre,Garcon,WR,,85,49ers,2018
Zach,Brown,MLB,,85,Redskins,2018
Ali,Marpet,RG,,85,Bucs,2018
Kelvin,Benjamin,WR,,85,Panthers,2018
Marquette,King,P,,85,Raiders,2018
Zach,Strief,RT,,85,Saints,2018
Shaq,Mason,RG,,85,Patriots,2018
Brandon,Marshall,WR,,85,Giants,2018
Brandon,Linder,C,,85,Jags,2018
Marcell,Dareus,DT,,85,Bills,2018
Malcolm,Jenkins,SS,,85,Eagles,2018
Jamie,Collins,LOLB,,85,Browns,2018
Bryan,Anger,P,,85,Bucs,2018
Jonathan,Stewart,HB,,84,Panthers,2018
Jamaal,Charles,HB,,84,Broncos,2018
Latavius,Murray,HB,,84,Vikings,2018
Adrian,Peterson,HB,,84,Saints,2018
Mark,Ingram,HB,,84,Saints,2018
Danny,Trevathan,MLB,,84,Bears,2018
Pernell,McPhee,LOLB,,84,Bears,2018
J.C.,Tretter,C,,84,Browns,2018
Sam,Koch,P,,84,Ravens,2018
John,Brown,WR,,84,Cardinals,2018
Chris,Baker,DT,,84,Bucs,2018
Matt,Forte,HB,,84,Jets,2018
Dan,Bailey,K,,84,Cowboys,2018
Max,Unger,C,,84,Saints,2018
Cordy,Glenn,LT,,84,Bills,2018
Marvin,Jones Jr,WR,,84,Lions,2018
Maurice,Alexander,SS,,84,Rams,2018
Michael,Thomas,WR,,84,Saints,2018
Chris,Jones,RE,,84,Chiefs,2018
Lorenzo,Alexander,ROLB,,84,Bills,2018
Byron,Jones,FS,,84,Cowboys,2018
Adam,Vinatieri,K,,84,Colts,2018
Jared,Veldheer,RT,,84,Cardinals,2018
